#office_id	name
MILLB28BE	V.A.M. SRL VIAGGI ALTO MILANESE
VLCI12690	VALENCUBA
BELB228AB	VALEVERDE VIAGENS E TURISMO LTDA
AMSN22107	VAMONOS TRAVELS
AMSN228AP	VAMONOS TRAVELS PLANITGO
RIXLA2480	VANILLA TRAVEL
RIXLA28AG	VANILLA TRAVEL
AMSRA38AC	VCK TRAVEL
MSTRA3103	VCK TRAVEL
AARVT28AM	VEJLE REJSER - AMIGO+
AARVT28AN	VEJLE REJSER AERGO
BOGZ128AK	VELA TOURS
VRNIG28VE	VERTOURS
BERLH08CH	VIA BONA REISEN GMBH
OSLFS2299	VIA FERIEVERDEN.NO
OSLFS28AF	VIA GRUPPEN
OSLFS28AP	VIA GRUPPEN DIRECT
RIXC32158	VIA RIGA TRAVEL AGENCY
RIXLA28RG	VIA RIGA/LCC-AERGO
STOFS28AC	VIA TRAVEL
TRDFS2801	VIA TRAVEL
MADCB2736	VIAJES 2000
OVDI12169	VIAJES ABELLO
AXMZ128AB	VIAJES AEREOS ARMENIA
MADI128BN	VIAJES AIRA
BCNLB28AA	VIAJES ANDROMEDA
BCNLB28AB	VIAJES ANDROMEDA
VLLI12510	VIAJES ANTUR
VITI12207	VIAJES ARGA
CUNMX28AA	VIAJES DIVERMEX S. A. DE C.V.
MADI1331I	VIAJES DOMINICANA TOURS
SJO1S38AP	VIAJES EJECUTIVOS
MDEAL38AB	VIAJES EUPACLA
BIOGE2277	VIAJES GALEA
CCSV128BL	VIAJES GALEON
BOGZ138AH	VIAJES GALEON
SJO1S38AE	VIAJES GAMBOA
MDEZ128AK	VIAJES GENESIS OF PPAL
BCNIA2452	VIAJES IBERIA
PMIIA3674	VIAJES IBERIA
ACEI12172	VIAJES LA TEGALA
MADI12491	VIAJES LATINTOURS
SCQI12284	VIAJES LOA GALICIA
MDEZ128AL	VIAJES METROPOLIS SUC LAURELES
MDEZ128AF	VIAJES MOLITUR PPAL
MEXMX28AL	VIAJES OLINCATL, S.A. DE C.V.
PZOV128AH	VIAJES PONTA TOURS
GDLMX28AB	VIAJES PREGO EMPRESARIAL
CCSV128BD	VIAJES PREMIERE
PMVV128AH	VIAJES SOLESTA
LPAI12307	VIAJES TINDAYA
TCII128AH	VIAJES TU BILLETE
MDEAL38AA	VIAJES VERACRUZ
GDLMX28AA	VIAJES VIKINGO PABELLON
EWR1S216Z	VIDAL TRAVEL & INSURANCE
ISTVK38AA	VIKING TURIZM - SONFIYAT
OSLS128VW	VIKING WORLD TOURS
CPHS128AM	VINDROSE REJSER - API
ISTLL28AB	VIP TURIZM
BUHPD28AH	VISIT TRAVEL SA
GRXI12201	VISTA TRAVEL
ISTVT38AA	VISTA TURIZM
PARVI38ZA	VIVACANCES
PARVI38ZB	VIVACANCES
PARVI38ZZ	VIVACANCES
PARA128ZZ	VIVACANCES
MADVB2002	VIVATOURS T.O. AMADEUS API
RIOB228B9	VOLARE AGENCIA DE VGNS E TUR LTDA
MDZG128AE	VUELOS CASA CENTRAL
UMES128AA	VULKAN RESOR AB
NYC1S38AE	VYTIS TOURS
NYC1S38AA	VYTIS TOURS
ANRBG2800	WABI TRAVEL
TLVI32362	WALLA TOURS
CPHS128AL	WASTEELS REJSER - API
YVRC438AC	WD WORLD TRAVEL
WAWWE28AB	WECO TRAVEL SP. Z O. O.
ANRBG28AD	WEINBERG INTERNET
ANRBG28WB	WEINBERG INTERNET
ANRBG2107	WEINBERG TRAVEL
LONU1281S	WEST EAST TRAVEL
VNOLJ28WE	WEST EXPRESS INTERNET
MIA1S38B7	WESTCHESTER TRAVEL
BERLW28AS	WESTTOURS REISEN GMBH
BNJLB28AB	WESTTOURS-REISEN GMBH
QHABG28WS	WHITE SUN BOOKEXPRESS
IADPI2API	ACO US
MJFWF080A	WIDEROE INTERNET BOOKING
MMAS128AB	WINBERGS RESEBYRA - INTERNET
AMSN22800	WITTE REIZEN CENTRALE
PERA828BT	WOODSIDE ENERGY LIMITED
TYOXM2135	WORLD AIR SYSTEM CO.,LTD. (XML)
KJKBG28VE	WORLD OF TRAVEL
YWGC42103	WORLD PLUS
PARSR288A	WORLD TRAVEL FRANCE
OSLS128AW	WORLD TRAVELLER AS
AMSWR38AA	WORLDTRAVEL BTI (INTERNET)
MIA1S2159	WORLDWIDE VACATION
MIA1S38AS	WORLDWIDE VACATION
MIA1S38AV	WORLDWIDE VACATION
TLLEE28AA	WRIS LTD
VNOLJ2819	WRISLIT-INTERNETINIS
BRUBG28AW	WTP BTI INTERNET
PRGCK27C4	WUF S.R.O.  API
AMSYH28YA	YAHOO
GNBYH28ZZ	YAHOO
LONYH28YA	YAHOO
LONYH28YA	YAHOO
DELI228BD	YATRA
ASUY228AE	YERUTI VIAJES SRL
ISTLL28AR	YKM TURIZM
SJKB228AA	YNOVA TURISMO LTDA
BTZLL28AA	YORE TURIZM - INTERNET
LPAI12118	YORKTOUR
PSP1S210E	YPSILON.US
MADI13773	ZAMER VIAJES
MADZE2311	ZEPPELIN
VNOLJ2804	ZIP TRAVEL-INTERNET
OSLFS28AA	ZOLONG
DTW1S2107	ACO US
SFO1S210Z	ACO US
NYC1S219Z	ACO US
DTW1S217Y	ACO US
DFW1S218X	Travel Focus
DCAG32106	ACO US
VNOLJ2823	Gretai
VNOLJ2809	Gretai
OSLS128TP	SCANWORLD TRAVELPARTNER AB NORWAY - API
OSLS128TP	SCANWORLD TRAVELPARTNER AB NORWAY - API
MANG028AD	FLIGHT SAVERS
LAXGO3101	GOWAY TRAVEL
NYC1S210T	ACO US
BREAA31CM	FLUGLADEN
PARAF08CE	AIR FRANCE CONGRES SALONS
AMSAA31AT	AIRTRADE
FAR1S2108	ACO US
PMILO3004	API LOGITRAVEL
PDX1S211R	AVANTI DESTINATIONS
CGNON28YY	CHEAPTICKETS
AARS12176	CPT-TICKET
LONCR28CC	CRYSTAL TRAVEL
LONCR28CT	CRYSTAL TRAVEL
NYC1S21VJ	ACO US
NYC1S21VK	ACO US
NYC1S21B8	ACO US
MOWR223RR	DAVS
FRAED38AA	EDREAMS
SEA1S2166	EUROPE EXPRESS
MADEX3301	EXPEDIA
DELEX38AA	EXPEDIA
DELEX3101	EXPEDIA
CPHFX38OR	FLEX TOURS
STOS128FP	FLYGPOOLEN
PHL1S217L	GATE 1 TRAVEL
LAX1S21AB	GETAWAYASAP
LAXGO310A	GOWAY TRAVEL
YTOGO3105	GLOBESPAN TRAVEL LTD
YTOGO3103	GOWAY TRAVEL
YTOGO3106	GOWAY
PAROP38AW	OPODO
ATLG3210M	GTT
MOWR228AG	INTERNET PLUS
MOWR228BL	INTERNET TRAVEL - ONLINE
MOWR228BL	INTERNET TRAVEL - ONLINE
SYDA828JC	JETABROAD
BHXPV38JV	JTA TRAVEL
MILZB28TO	LASTMINUTE.COM
DELI228BM	MAKE MY TRIP
DELI228BM	MAKEMYTRIP
LONU128MV	MY VACATIONS
MANG028AC	NET FLIGHTS
GOTTN38AR	ONLINE TRAVEL SWEDEN AB
LONU128PQ	P&P ASSOCIATES
WAS1S211X	ACO US
GOTRE28AC	RESIA
LISRM38AA	RUMBO
ASESL3100	ACO US
SRQ6S3101	SOLAR TOURS
VIES421BU	STA TRAVEL
LONLG3100	THE LOTUS GROUP LTD
LAXT83101	TRAFALGAR TOURS
DCA1S217G	MAKE MY TRIP
DCA1S217J	ACO US
DCA1S2148	ACO US
DCA1S219Y	ACO US
DCA1S219M	ACO US
DELVS319B	YATRA
DELVS319B	YATRA
AALNA2185	AMERICAN EXPRESS
ABEAX2100	AMERICAN EXPRESS
ALCAX2351	AMERICAN EXPRESS
ALYAX2106	AMERICAN EXPRESS
ALYAX2115	AMERICAN EXPRESS
AMS7X2005	AMERICAN EXPRESS
AMS7X2018	AMERICAN EXPRESS
AMS7X2022	AMERICAN EXPRESS
AMS7X2025	AMERICAN EXPRESS
AMS7X2031	AMERICAN EXPRESS
AMS7X2035	AMERICAN EXPRESS
AMS7X2041	AMERICAN EXPRESS
AMS7X2042	AMERICAN EXPRESS
AMS7X2043	AMERICAN EXPRESS
AMS7X2044	AMERICAN EXPRESS
AMS7X2045	AMERICAN EXPRESS
AMS7X2047	AMERICAN EXPRESS
AMS7X2049	AMERICAN EXPRESS
AMS7X2050	AMERICAN EXPRESS
AMS7X2054	AMERICAN EXPRESS
AMS7X2100	AMERICAN EXPRESS
AMS7X2130	AMERICAN EXPRESS
AMS7X2151	AMERICAN EXPRESS
AMS7X2167	AMERICAN EXPRESS
AMS7X2185	AMERICAN EXPRESS
AMS7X2194	AMERICAN EXPRESS
AMS7X2195	AMERICAN EXPRESS
AMS7X2197	AMERICAN EXPRESS
AMS7X2198	AMERICAN EXPRESS
AMS7X2202	AMERICAN EXPRESS
AMS7X2206	AMERICAN EXPRESS
AMS7X2215	AMERICAN EXPRESS
AMS7X2224	AMERICAN EXPRESS
AMS7X2235	AMERICAN EXPRESS
AMS7X2237	AMERICAN EXPRESS
AMS7X2238	AMERICAN EXPRESS
AMS7X2244	AMERICAN EXPRESS
AMS7X2272	AMERICAN EXPRESS
AMSAX200Y	AMERICAN EXPRESS
AMSAX2100	AMERICAN EXPRESS
AMSAX2101	AMERICAN EXPRESS
AMSAX2102	AMERICAN EXPRESS
AMSAX2103	AMERICAN EXPRESS
AMSAX2104	AMERICAN EXPRESS
AMSAX2105	AMERICAN EXPRESS
AMSAX2106	AMERICAN EXPRESS
AMSAX2107	AMERICAN EXPRESS
AMSAX2111	AMERICAN EXPRESS
AMSAX2112	AMERICAN EXPRESS
AMSAX2113	AMERICAN EXPRESS
AMSAX2115	AMERICAN EXPRESS
AMSAX2116	AMERICAN EXPRESS
AMSAX2117	AMERICAN EXPRESS
AMSAX2120	AMERICAN EXPRESS
AMSAX2122	AMERICAN EXPRESS
AMSAX2123	AMERICAN EXPRESS
AMSAX2124	AMERICAN EXPRESS
AMSAX2125	AMERICAN EXPRESS
AMSAX2126	AMERICAN EXPRESS
AMSAX2127	AMERICAN EXPRESS
AMSAX2130	AMERICAN EXPRESS
AMSAX2132	AMERICAN EXPRESS
AMSAX21AU	AMERICAN EXPRESS
AMSAX21PT	AMERICAN EXPRESS
AMSAX21RN	AMERICAN EXPRESS
AMSAX2207	AMERICAN EXPRESS
AMSAX22AU	AMERICAN EXPRESS
AMSAX22PT	AMERICAN EXPRESS
AMSAX2401	AMERICAN EXPRESS
AMSAX28AB	AMERICAN EXPRESS
AMSAX28AC	AMERICAN EXPRESS
AMSAX28AD	AMERICAN EXPRESS
AMSAX28AE	AMERICAN EXPRESS
AMSAX28AP	AMERICAN EXPRESS
AMSAX28AR	AMERICAN EXPRESS
AMSAX28AX	AMERICAN EXPRESS
AMSAX28B0	AMERICAN EXPRESS
AMSAX28BB	AMERICAN EXPRESS
AMSAX28BK	AMERICAN EXPRESS
AMSAX28CB	AMERICAN EXPRESS
AMSAX28GT	AMERICAN EXPRESS
AMSAX28KD	AMERICAN EXPRESS
AMSAX28RB	AMERICAN EXPRESS
AMSAX28RC	AMERICAN EXPRESS
AMSAX28RD	AMERICAN EXPRESS
AMSAX28SE	AMERICAN EXPRESS
AMSAX28SJ	AMERICAN EXPRESS
AMSAX28SL	AMERICAN EXPRESS
AMSAX28SR	AMERICAN EXPRESS
AMSAX28XE	AMERICAN EXPRESS
AMSAX3111	AMERICAN EXPRESS
ANRBY28AC	AMERICAN EXPRESS
ANRBY2ACL	AMERICAN EXPRESS
ANRBY2UP1	AMERICAN EXPRESS
ASWAX2108	AMERICAN EXPRESS
AUSAX2100	AMERICAN EXPRESS
AUSAX38AA	AMERICAN EXPRESS
BCNAX2167	AMERICAN EXPRESS
BCNAX2213	AMERICAN EXPRESS
BCNAX2273	AMERICAN EXPRESS
BCNAX2314	AMERICAN EXPRESS
BCNAX2494	AMERICAN EXPRESS
BCNAX2505	AMERICAN EXPRESS
BCNAX2554	AMERICAN EXPRESS
BCNAX2680	AMERICAN EXPRESS
BCNAX2681	AMERICAN EXPRESS
BCNAX2694	AMERICAN EXPRESS
BCNAX2799	AMERICAN EXPRESS
BCNAX2871	AMERICAN EXPRESS
BCNAX2872	AMERICAN EXPRESS
BERAX21BT	AMERICAN EXPRESS
BERAX2291	AMERICAN EXPRESS
BGONA2102	AMERICAN EXPRESS
BGYAX2100	AMERICAN EXPRESS
BHXAX2100	AMERICAN EXPRESS
BHXAX2101	AMERICAN EXPRESS
BHXAX28EA	AMERICAN EXPRESS
BKKTG211T	AMERICAN EXPRESS
BKKTG216K	AMERICAN EXPRESS
BKKTG218G	AMERICAN EXPRESS
BKKTG219V	AMERICAN EXPRESS
BKKTG21AR	AMERICAN EXPRESS
BKKTG21C0	AMERICAN EXPRESS
BKKTG21FT	AMERICAN EXPRESS
BKKTG21G0	AMERICAN EXPRESS
BKKTG21QP	AMERICAN EXPRESS
BKKTG21UE	AMERICAN EXPRESS
BKKTG21X3	AMERICAN EXPRESS
BKKTG21XF	AMERICAN EXPRESS
BKKTG21XG	AMERICAN EXPRESS
BKKTG2200	AMERICAN EXPRESS
BKKTG242L	AMERICAN EXPRESS
BKKTG242M	AMERICAN EXPRESS
BKKTG2488	AMERICAN EXPRESS
BKKTG2504	AMERICAN EXPRESS
BKKTG2582	AMERICAN EXPRESS
BKKTG25GR	AMERICAN EXPRESS
BKKTG26FF	AMERICAN EXPRESS
BLENA2155	AMERICAN EXPRESS
BLENA2156	AMERICAN EXPRESS
BODAX210Z	AMERICAN EXPRESS
BODHX2101	AMERICAN EXPRESS
BODHX2102	AMERICAN EXPRESS
BODHX2104	AMERICAN EXPRESS
BODHX2106	AMERICAN EXPRESS
BODHX2107	AMERICAN EXPRESS
BODHX2108	AMERICAN EXPRESS
BODHX210B	AMERICAN EXPRESS
BODHX210C	AMERICAN EXPRESS
BODHX210D	AMERICAN EXPRESS
BODHX22S1	AMERICAN EXPRESS
BODHX28AA	AMERICAN EXPRESS
BOMAX234H	AMERICAN EXPRESS
BOSAX2107	AMERICAN EXPRESS
BOSAX2108	AMERICAN EXPRESS
BOSAX38AB	AMERICAN EXPRESS
BOSAX38AF	AMERICAN EXPRESS
BOSAX38AG	AMERICAN EXPRESS
BOSAX38AH	AMERICAN EXPRESS
BOSAX38AJ	AMERICAN EXPRESS
BOSAX38AK	AMERICAN EXPRESS
BOSAX38AL	AMERICAN EXPRESS
BOSAX38CX	AMERICAN EXPRESS
BREAX21BJ	AMERICAN EXPRESS
BRU7X2023	AMERICAN EXPRESS
BRU7X2046	AMERICAN EXPRESS
BRU7X2084	AMERICAN EXPRESS
BRU7X2088	AMERICAN EXPRESS
BRU7X2089	AMERICAN EXPRESS
BRU7X2094	AMERICAN EXPRESS
BRU7X2100	AMERICAN EXPRESS
BRU7X2112	AMERICAN EXPRESS
BRU7X2142	AMERICAN EXPRESS
BRU7X2143	AMERICAN EXPRESS
BRU7X2144	AMERICAN EXPRESS
BRU7X2145	AMERICAN EXPRESS
BRU7X2146	AMERICAN EXPRESS
BRU7X2148	AMERICAN EXPRESS
BRU7X2149	AMERICAN EXPRESS
BRU7X2163	AMERICAN EXPRESS
BRU7X2187	AMERICAN EXPRESS
BRU7X2193	AMERICAN EXPRESS
BRU7X2213	AMERICAN EXPRESS
BRU7X2217	AMERICAN EXPRESS
BRU7X2218	AMERICAN EXPRESS
BRU7X2221	AMERICAN EXPRESS
BRU7X2222	AMERICAN EXPRESS
BRU7X2223	AMERICAN EXPRESS
BRU7X2230	AMERICAN EXPRESS
BRU7X2236	AMERICAN EXPRESS
BRU7X2241	AMERICAN EXPRESS
BRU7X2271	AMERICAN EXPRESS
BRUAX200Y	AMERICAN EXPRESS
BRUAX2F2B	AMERICAN EXPRESS
BRUBY210H	AMERICAN EXPRESS
BRUBY21FB	AMERICAN EXPRESS
BRUBY21HM	AMERICAN EXPRESS
BRUBY27DR	AMERICAN EXPRESS
BRUBY27SA	AMERICAN EXPRESS
BRUBY28AA	AMERICAN EXPRESS
BRUBY28AB	AMERICAN EXPRESS
BRUBY28AE	AMERICAN EXPRESS
BRUBY28AT	AMERICAN EXPRESS
BRUBY28AX	AMERICAN EXPRESS
BRUBY28BB	AMERICAN EXPRESS
BRUBY28BE	AMERICAN EXPRESS
BRUBY28BO	AMERICAN EXPRESS
BRUBY28BV	AMERICAN EXPRESS
BRUBY28CB	AMERICAN EXPRESS
BRUBY28CC	AMERICAN EXPRESS
BRUBY28CL	AMERICAN EXPRESS
BRUBY28CT	AMERICAN EXPRESS
BRUBY28GT	AMERICAN EXPRESS
BRUBY28HK	AMERICAN EXPRESS
BRUBY28HO	AMERICAN EXPRESS
BRUBY28IB	AMERICAN EXPRESS
BRUBY28JJ	AMERICAN EXPRESS
BRUBY28KN	AMERICAN EXPRESS
BRUBY28RT	AMERICAN EXPRESS
BRUBY28SA	AMERICAN EXPRESS
BRUBY28SE	AMERICAN EXPRESS
BRUBY28SV	AMERICAN EXPRESS
BRUBY28TR	AMERICAN EXPRESS
BRUBY2AFU	AMERICAN EXPRESS
BRUBY2ARB	AMERICAN EXPRESS
BRUBY2ARL	AMERICAN EXPRESS
BRUBY2BDI	AMERICAN EXPRESS
BRUBY2BOS	AMERICAN EXPRESS
BRUBY2BS1	AMERICAN EXPRESS
BRUBY2CAR	AMERICAN EXPRESS
BRUBY2COE	AMERICAN EXPRESS
BRUBY2DEL	AMERICAN EXPRESS
BRUBY2EXC	AMERICAN EXPRESS
BRUBY2F2B	AMERICAN EXPRESS
BRUBY2GE1	AMERICAN EXPRESS
BRUBY2GNI	AMERICAN EXPRESS
BRUBY2IBM	AMERICAN EXPRESS
BRUBY2ITG	AMERICAN EXPRESS
BRUBY2MIC	AMERICAN EXPRESS
BRUBY2MSF	AMERICAN EXPRESS
BRUBY2MTS	AMERICAN EXPRESS
BRUBY2ONL	AMERICAN EXPRESS
BRUBY2OPL	AMERICAN EXPRESS
BRUBY2PU1	AMERICAN EXPRESS
BRUBY2SK1	AMERICAN EXPRESS
BRUBY2SOL	AMERICAN EXPRESS
BRUBY2SOV	AMERICAN EXPRESS
BRUBY2SYS	AMERICAN EXPRESS
BRUBY2TES	AMERICAN EXPRESS
BRUBY2TRA	AMERICAN EXPRESS
BRUBY2TRF	AMERICAN EXPRESS
BRUBY2TRX	AMERICAN EXPRESS
BRUBY2UCB	AMERICAN EXPRESS
BRUBY2UPS	AMERICAN EXPRESS
BRUBY2VAT	AMERICAN EXPRESS
BRUBY2VIR	AMERICAN EXPRESS
BRUBY2VOL	AMERICAN EXPRESS
BSH7X2001	AMERICAN EXPRESS
BSH7X2100	AMERICAN EXPRESS
BSHAX200T	AMERICAN EXPRESS
BSHAX200U	AMERICAN EXPRESS
BSHAX200V	AMERICAN EXPRESS
BSHAX200W	AMERICAN EXPRESS
BSHAX200X	AMERICAN EXPRESS
BSHAX200Z	AMERICAN EXPRESS
BSHAX201X	AMERICAN EXPRESS
BSHAX202X	AMERICAN EXPRESS
BSHAX203X	AMERICAN EXPRESS
BSHAX204X	AMERICAN EXPRESS
BSHAX2900	AMERICAN EXPRESS
BUD7X2100	AMERICAN EXPRESS
BUEAX2101	AMERICAN EXPRESS
BUEAX2503	AMERICAN EXPRESS
BUEAX2704	AMERICAN EXPRESS
CAIAX2101	AMERICAN EXPRESS
CAIAX2102	AMERICAN EXPRESS
CAIAX2103	AMERICAN EXPRESS
CAIAX2104	AMERICAN EXPRESS
CAIAX2105	AMERICAN EXPRESS
CAIAX2109	AMERICAN EXPRESS
CAIAX2110	AMERICAN EXPRESS
CAIAX2111	AMERICAN EXPRESS
CAIAX2112	AMERICAN EXPRESS
CAIAX2113	AMERICAN EXPRESS
CAIAX2114	AMERICAN EXPRESS
CAIAX2116	AMERICAN EXPRESS
CAIAX2117	AMERICAN EXPRESS
CAIAX2118	AMERICAN EXPRESS
CEBPH211L	AMERICAN EXPRESS
CERHX2100	AMERICAN EXPRESS
CFEHX2221	AMERICAN EXPRESS
CGNAX212H	AMERICAN EXPRESS
CGNAX2154	AMERICAN EXPRESS
CGNAX21C7	AMERICAN EXPRESS
CMFHX2100	AMERICAN EXPRESS
CPH7X2100	AMERICAN EXPRESS
CPHAX24AC	AMERICAN EXPRESS
CPHNA2103	AMERICAN EXPRESS
CPHNA2104	AMERICAN EXPRESS
CPHNA2145	AMERICAN EXPRESS
CPHNA2147	AMERICAN EXPRESS
CPHNA21AU	AMERICAN EXPRESS
CPHNA22AU	AMERICAN EXPRESS
CPHNA2336	AMERICAN EXPRESS
CPHNA2361	AMERICAN EXPRESS
CPHNA2397	AMERICAN EXPRESS
CPHNA2418	AMERICAN EXPRESS
CPHNA2443	AMERICAN EXPRESS
CPHNA2666	AMERICAN EXPRESS
CPHNA2801	AMERICAN EXPRESS
CPHNA2802	AMERICAN EXPRESS
CPHNA2803	AMERICAN EXPRESS
CPHNA2808	AMERICAN EXPRESS
CPHNA28AA	AMERICAN EXPRESS
CPHNA28AB	AMERICAN EXPRESS
CPHNA28AC	AMERICAN EXPRESS
CPHNA28AD	AMERICAN EXPRESS
CPHNA28AE	AMERICAN EXPRESS
CPHNA28AF	AMERICAN EXPRESS
CPHNA28AG	AMERICAN EXPRESS
CPHNA28AH	AMERICAN EXPRESS
CPHNA28AJ	AMERICAN EXPRESS
CPHNA28AK	AMERICAN EXPRESS
CPHNA28AL	AMERICAN EXPRESS
CPHNA28AM	AMERICAN EXPRESS
CPHNA28AN	AMERICAN EXPRESS
CPHNA28AP	AMERICAN EXPRESS
CPHNA28AQ	AMERICAN EXPRESS
CPHNA28AR	AMERICAN EXPRESS
CPHNA28AS	AMERICAN EXPRESS
CPHNA28AT	AMERICAN EXPRESS
CPHNA28AU	AMERICAN EXPRESS
CPHNA28AV	AMERICAN EXPRESS
CPHNA28CJ	AMERICAN EXPRESS
CPHNA28CK	AMERICAN EXPRESS
CPHNA28CL	AMERICAN EXPRESS
CPHNA28CM	AMERICAN EXPRESS
CPHNA28CN	AMERICAN EXPRESS
CPHNA28CP	AMERICAN EXPRESS
CPHNA28CQ	AMERICAN EXPRESS
CPHNA2900	AMERICAN EXPRESS
CPQAX2100	AMERICAN EXPRESS
CPTAX2100	AMERICAN EXPRESS
DACAX2122	AMERICAN EXPRESS
DACAX28AA	AMERICAN EXPRESS
DALAX2100	AMERICAN EXPRESS
DCAAX2100	AMERICAN EXPRESS
DCAAX2101	AMERICAN EXPRESS
DCAAX2102	AMERICAN EXPRESS
DCAAX2103	AMERICAN EXPRESS
DCAAX2104	AMERICAN EXPRESS
DCAAX2105	AMERICAN EXPRESS
DCAAX2106	AMERICAN EXPRESS
DCAAX2107	AMERICAN EXPRESS
DCAAX2108	AMERICAN EXPRESS
DCAAX2109	AMERICAN EXPRESS
DCAAX210A	AMERICAN EXPRESS
DELAX218H	AMERICAN EXPRESS
DELAX23VP	AMERICAN EXPRESS
DELAX23WL	AMERICAN EXPRESS
DELAX265D	AMERICAN EXPRESS
DELAX266K	AMERICAN EXPRESS
DELAX285U	AMERICAN EXPRESS
DELAX28BK	AMERICAN EXPRESS
DFWAX2100	AMERICAN EXPRESS
DFWAX2101	AMERICAN EXPRESS
DFWAX2102	AMERICAN EXPRESS
DIKAX2100	AMERICAN EXPRESS
DTMAX210R	AMERICAN EXPRESS
DTMAX2144	AMERICAN EXPRESS
DTTAX2100	AMERICAN EXPRESS
DTWAX2101	AMERICAN EXPRESS
DUB7X2010	AMERICAN EXPRESS
DUB7X2011	AMERICAN EXPRESS
DUB7X2074	AMERICAN EXPRESS
DUB7X2134	AMERICAN EXPRESS
DUB7X2188	AMERICAN EXPRESS
DUB7X2229	AMERICAN EXPRESS
DUB7X2239	AMERICAN EXPRESS
DUB7X2240	AMERICAN EXPRESS
DUSAP210B	AMERICAN EXPRESS
DUSAP210L	AMERICAN EXPRESS
DUSAX212H	AMERICAN EXPRESS
EAPHX2100	AMERICAN EXPRESS
EINAX2100	AMERICAN EXPRESS
EINRZ2112	AMERICAN EXPRESS
ENCHX2100	AMERICAN EXPRESS
ENCHX2101	AMERICAN EXPRESS
ESSAP2105	AMERICAN EXPRESS
EWRAX2100	AMERICAN EXPRESS
EWRAX2101	AMERICAN EXPRESS
FLLAX2100	AMERICAN EXPRESS
FLRAX2100	AMERICAN EXPRESS
FNIHX2100	AMERICAN EXPRESS
FRA7X2100	AMERICAN EXPRESS
FRAAP21ER	AMERICAN EXPRESS
FRAAX200Y	AMERICAN EXPRESS
FRAAX200Z	AMERICAN EXPRESS
FRAAX2010	AMERICAN EXPRESS
FRAAX2011	AMERICAN EXPRESS
FRAAX2012	AMERICAN EXPRESS
FRAAX2105	AMERICAN EXPRESS
FRAAX210K	AMERICAN EXPRESS
FRAAX211D	AMERICAN EXPRESS
FRAAX2155	AMERICAN EXPRESS
FRAAX215M	AMERICAN EXPRESS
FRAAX216E	AMERICAN EXPRESS
FRAAX218X	AMERICAN EXPRESS
FRAAX21A4	AMERICAN EXPRESS
FRAAX21C2	AMERICAN EXPRESS
FRAAX21DL	AMERICAN EXPRESS
FRAAX21DR	AMERICAN EXPRESS
FRAAX21DX	AMERICAN EXPRESS
FRAAX21FL	AMERICAN EXPRESS
FRAAX21GH	AMERICAN EXPRESS
FRAAX21HV	AMERICAN EXPRESS
FRAAX21KF	AMERICAN EXPRESS
FRAAX21LE	AMERICAN EXPRESS
FRAAX21PQ	AMERICAN EXPRESS
FRAAX21RG	AMERICAN EXPRESS
FRAAX21UY	AMERICAN EXPRESS
FRAAX21WT	AMERICAN EXPRESS
FRAAX21WU	AMERICAN EXPRESS
FRAAX21ZH	AMERICAN EXPRESS
FRAAX221H	AMERICAN EXPRESS
FRAAX223C	AMERICAN EXPRESS
FRAAX224K	AMERICAN EXPRESS
FRAAX226J	AMERICAN EXPRESS
FRAAX22RG	AMERICAN EXPRESS
FRAAX23RG	AMERICAN EXPRESS
FRAAX24RG	AMERICAN EXPRESS
FRAAX2556	AMERICAN EXPRESS
FRAAX25RG	AMERICAN EXPRESS
FRAAX26RG	AMERICAN EXPRESS
FRAAX27RG	AMERICAN EXPRESS
FRAAX28AP	AMERICAN EXPRESS
FRAAX28AW	AMERICAN EXPRESS
FRAAX28AY	AMERICAN EXPRESS
FRAAX28AZ	AMERICAN EXPRESS
FRAAX28DA	AMERICAN EXPRESS
FRAAX28RG	AMERICAN EXPRESS
FRAAX2900	AMERICAN EXPRESS
FRAAX2901	AMERICAN EXPRESS
FRAAX2904	AMERICAN EXPRESS
FRAAX290C	AMERICAN EXPRESS
FRAAX2913	AMERICAN EXPRESS
FRAAX2928	AMERICAN EXPRESS
FRAAX2948	AMERICAN EXPRESS
GNBHX2101	AMERICAN EXPRESS
GNBHX2102	AMERICAN EXPRESS
GNBHX2103	AMERICAN EXPRESS
GNBHX2104	AMERICAN EXPRESS
GNBHX2105	AMERICAN EXPRESS
GNBHX2106	AMERICAN EXPRESS
GNBHX2108	AMERICAN EXPRESS
GNBHX2195	AMERICAN EXPRESS
GNBHX28SH	AMERICAN EXPRESS
GOAAX2100	AMERICAN EXPRESS
GOTNA2100	AMERICAN EXPRESS
GOTNA2107	AMERICAN EXPRESS
GOTNA21AC	AMERICAN EXPRESS
GOTNA21AU	AMERICAN EXPRESS
GOTNA2259	AMERICAN EXPRESS
GOTNA2271	AMERICAN EXPRESS
GOTNA2281	AMERICAN EXPRESS
GOTNA2681	AMERICAN EXPRESS
GOTNG2268	AMERICAN EXPRESS
GRZAX2110	AMERICAN EXPRESS
GVA7X2100	AMERICAN EXPRESS
GVAAP2104	AMERICAN EXPRESS
GVAAX2102	AMERICAN EXPRESS
GVAAX2103	AMERICAN EXPRESS
GVAAX2104	AMERICAN EXPRESS
GVAAX2105	AMERICAN EXPRESS
GVAAX2106	AMERICAN EXPRESS
GVAAX2107	AMERICAN EXPRESS
GVAAX2108	AMERICAN EXPRESS
